Ημερομηνία,Διυλιστήριο,Τιμή
01/08/2023,Kiourka,186361
01/08/2023,Menidi,543474
02/08/2023,Menidi,553606
02/08/2023,Kiourka,184384
02/08/2023,Aspropirgos,151720
02/08/2023,Galatsi,320325
03/08/2023,Galatsi,320433
03/08/2023,Aspropirgos,151200
03/08/2023,Kiourka,181149
03/08/2023,Menidi,551207
04/08/2023,Menidi,551720
04/08/2023,Kiourka,177221
04/08/2023,Aspropirgos,151610
04/08/2023,Galatsi,319659
05/08/2023,Galatsi,311305
05/08/2023,Aspropirgos,152180
05/08/2023,Kiourka,184294
05/08/2023,Menidi,534581
06/08/2023,Menidi,512625
06/08/2023,Kiourka,177539
06/08/2023,Galatsi,298316
06/08/2023,Aspropirgos,150420
07/08/2023,Aspropirgos,151650
07/08/2023,Kiourka,173894
07/08/2023,Galatsi,305783
07/08/2023,Menidi,525790
08/08/2023,Menidi,519478
08/08/2023,Galatsi,302191
08/08/2023,Kiourka,167177
08/08/2023,Aspropirgos,150290
09/08/2023,Aspropirgos,148020
09/08/2023,Kiourka,174943
09/08/2023,Galatsi,301847
09/08/2023,Menidi,509575
10/08/2023,Menidi,512720
10/08/2023,Kiourka,167552
10/08/2023,Galatsi,290307
10/08/2023,Aspropirgos,147690
11/08/2023,Aspropirgos,150100
11/08/2023,Galatsi,282522
11/08/2023,Kiourka,162669
11/08/2023,Menidi,516720
12/08/2023,Menidi,496385
12/08/2023,Kiourka,163984
12/08/2023,Galatsi,276435
12/08/2023,Aspropirgos,150340
13/08/2023,Kiourka,153500
13/08/2023,Aspropirgos,146480
13/08/2023,Galatsi,269748
13/08/2023,Menidi,488039
14/08/2023,Menidi,496697
14/08/2023,Galatsi,266660
14/08/2023,Kiourka,152815
14/08/2023,Aspropirgos,149410
15/08/2023,Kiourka,153350
15/08/2023,Aspropirgos,143420
15/08/2023,Galatsi,263628
15/08/2023,Menidi,452686
16/08/2023,Menidi,497927
16/08/2023,Galatsi,274535
16/08/2023,Kiourka,156716
16/08/2023,Aspropirgos,147860
17/08/2023,Kiourka,154909
17/08/2023,Aspropirgos,148650
17/08/2023,Galatsi,276422
17/08/2023,Menidi,512082
18/08/2023,Menidi,509395
18/08/2023,Galatsi,283114
18/08/2023,Kiourka,155734
18/08/2023,Aspropirgos,148580
19/08/2023,Aspropirgos,149060
19/08/2023,Kiourka,157964
19/08/2023,Galatsi,278938
19/08/2023,Menidi,503523
20/08/2023,Menidi,511981
20/08/2023,Galatsi,279569
20/08/2023,Kiourka,157603
20/08/2023,Aspropirgos,149190
21/08/2023,Aspropirgos,151100
21/08/2023,Kiourka,157698
21/08/2023,Galatsi,294079
21/08/2023,Menidi,539529
22/08/2023,Menidi,546124
22/08/2023,Galatsi,295908
22/08/2023,Aspropirgos,155380
22/08/2023,Kiourka,174924
23/08/2023,Kiourka,177760
23/08/2023,Galatsi,301206
23/08/2023,Aspropirgos,154530
23/08/2023,Menidi,560624
24/08/2023,Menidi,548730
24/08/2023,Kiourka,176426
24/08/2023,Aspropirgos,157150
24/08/2023,Galatsi,301839
25/08/2023,Galatsi,311171
25/08/2023,Aspropirgos,157040
25/08/2023,Kiourka,180350
25/08/2023,Menidi,562273
26/08/2023,Menidi,554977
26/08/2023,Kiourka,159575
26/08/2023,Aspropirgos,151970
26/08/2023,Galatsi,304300
27/08/2023,Galatsi,307107
27/08/2023,Kiourka,155020
27/08/2023,Aspropirgos,150690
27/08/2023,Menidi,569241
28/08/2023,Menidi,586919
28/08/2023,Aspropirgos,150760
28/08/2023,Kiourka,167078
28/08/2023,Galatsi,318234
29/08/2023,Galatsi,317021
29/08/2023,Kiourka,173939
29/08/2023,Aspropirgos,148730
29/08/2023,Menidi,565669
30/08/2023,Menidi,573033
30/08/2023,Aspropirgos,147270
30/08/2023,Kiourka,166463
30/08/2023,Galatsi,325827
31/08/2023,Galatsi,335463
31/08/2023,Kiourka,174259
31/08/2023,Aspropirgos,144910
31/08/2023,Menidi,562714
01/09/2023,Menidi,556956
01/09/2023,Aspropirgos,141000
01/09/2023,Kiourka,173826
01/09/2023,Galatsi,335145
02/09/2023,Galatsi,333083
02/09/2023,Kiourka,164069
02/09/2023,Aspropirgos,142990
02/09/2023,Menidi,561116
03/09/2023,Menidi,547677
03/09/2023,Aspropirgos,141920
03/09/2023,Kiourka,175378
03/09/2023,Galatsi,330579
04/09/2023,Galatsi,335682
04/09/2023,Kiourka,157830
04/09/2023,Aspropirgos,139240
04/09/2023,Menidi,546903
05/09/2023,Menidi,533317
05/09/2023,Aspropirgos,130330
05/09/2023,Kiourka,132455
05/09/2023,Galatsi,325009
06/09/2023,Galatsi,309951
06/09/2023,Kiourka,123974
06/09/2023,Aspropirgos,127640
06/09/2023,Menidi,518525
07/09/2023,Menidi,522739
07/09/2023,Galatsi,339128
07/09/2023,Kiourka,132734
07/09/2023,Aspropirgos,130680
08/09/2023,Galatsi,324574
08/09/2023,Aspropirgos,127670
08/09/2023,Kiourka,123013
08/09/2023,Menidi,513036
09/09/2023,Menidi,520991
09/09/2023,Kiourka,126472
09/09/2023,Galatsi,324691
09/09/2023,Aspropirgos,129800
10/09/2023,Galatsi,317266
10/09/2023,Aspropirgos,127530
10/09/2023,Kiourka,128258
10/09/2023,Menidi,522375
11/09/2023,Menidi,538264
11/09/2023,Kiourka,128180
11/09/2023,Galatsi,320721
11/09/2023,Aspropirgos,131000
12/09/2023,Aspropirgos,131360
12/09/2023,Galatsi,324331
12/09/2023,Kiourka,128042
12/09/2023,Menidi,538651
13/09/2023,Menidi,546176
13/09/2023,Galatsi,327996
13/09/2023,Kiourka,131430
13/09/2023,Aspropirgos,133560
14/09/2023,Aspropirgos,132590
14/09/2023,Kiourka,131203
14/09/2023,Galatsi,329312
14/09/2023,Menidi,551139
15/09/2023,Menidi,558789
15/09/2023,Galatsi,329987
15/09/2023,Aspropirgos,135000
15/09/2023,Kiourka,133931
16/09/2023,Aspropirgos,137820
16/09/2023,Kiourka,137494
16/09/2023,Galatsi,331701
16/09/2023,Menidi,560769
17/09/2023,Menidi,550683
17/09/2023,Galatsi,323075
17/09/2023,Kiourka,137317
17/09/2023,Aspropirgos,133060
18/09/2023,Aspropirgos,134090
18/09/2023,Kiourka,135300
18/09/2023,Galatsi,325707
18/09/2023,Menidi,548994
19/09/2023,Menidi,549886
19/09/2023,Galatsi,323844
19/09/2023,Aspropirgos,134080
19/09/2023,Kiourka,129745
20/09/2023,Kiourka,132009
20/09/2023,Aspropirgos,134990
20/09/2023,Galatsi,327046
20/09/2023,Menidi,561177
21/09/2023,Menidi,554251
21/09/2023,Galatsi,326879
21/09/2023,Aspropirgos,135230
21/09/2023,Kiourka,129973
22/09/2023,Kiourka,132239
22/09/2023,Aspropirgos,137570
22/09/2023,Galatsi,328316
22/09/2023,Menidi,563277
23/09/2023,Menidi,564310
23/09/2023,Galatsi,331616
23/09/2023,Aspropirgos,139340
23/09/2023,Kiourka,138883
24/09/2023,Aspropirgos,137590
24/09/2023,Kiourka,134371
24/09/2023,Galatsi,325473
24/09/2023,Menidi,553322
25/09/2023,Menidi,546979
25/09/2023,Galatsi,325139
25/09/2023,Aspropirgos,130930
25/09/2023,Kiourka,125005
26/09/2023,Aspropirgos,126040
26/09/2023,Kiourka,122563
26/09/2023,Galatsi,322772
26/09/2023,Menidi,535200
27/09/2023,Menidi,479409
27/09/2023,Galatsi,313349
27/09/2023,Aspropirgos,119820
27/09/2023,Kiourka,125610
28/09/2023,Aspropirgos,125000
28/09/2023,Kiourka,104647
28/09/2023,Galatsi,313225
28/09/2023,Menidi,502271
29/09/2023,Menidi,504572
29/09/2023,Galatsi,318949
29/09/2023,Aspropirgos,135700
29/09/2023,Kiourka,105477
30/09/2023,Kiourka,110482
30/09/2023,Aspropirgos,140060
30/09/2023,Galatsi,320118
30/09/2023,Menidi,517733
01/10/2023,Menidi,519744
01/10/2023,Galatsi,323678
01/10/2023,Aspropirgos,138880
01/10/2023,Kiourka,114871
02/10/2023,Kiourka,110340
02/10/2023,Aspropirgos,136450
02/10/2023,Galatsi,312570
02/10/2023,Menidi,507867
03/10/2023,Menidi,507603
03/10/2023,Galatsi,319480
03/10/2023,Aspropirgos,131160
03/10/2023,Kiourka,110159
04/10/2023,Kiourka,111880
04/10/2023,Aspropirgos,131760
04/10/2023,Galatsi,320432
04/10/2023,Menidi,542762
05/10/2023,Menidi,529299
05/10/2023,Galatsi,320923
05/10/2023,Kiourka,110532
05/10/2023,Aspropirgos,128070
06/10/2023,Aspropirgos,127070
06/10/2023,Kiourka,112926
06/10/2023,Galatsi,321609
06/10/2023,Menidi,529099
07/10/2023,Menidi,529869
07/10/2023,Galatsi,319119
07/10/2023,Aspropirgos,129870
07/10/2023,Kiourka,115505
08/10/2023,Kiourka,115329
08/10/2023,Aspropirgos,126760
08/10/2023,Galatsi,313339
08/10/2023,Menidi,516690
09/10/2023,Menidi,526018
09/10/2023,Galatsi,319911
09/10/2023,Aspropirgos,127880
09/10/2023,Kiourka,129295
10/10/2023,Aspropirgos,128730
10/10/2023,Kiourka,109399
10/10/2023,Galatsi,323054
10/10/2023,Menidi,533669
11/10/2023,Menidi,523349
11/10/2023,Galatsi,321547
11/10/2023,Kiourka,116029
11/10/2023,Aspropirgos,128580
12/10/2023,Aspropirgos,129100
12/10/2023,Kiourka,109811
12/10/2023,Galatsi,319865
12/10/2023,Menidi,534156
13/10/2023,Menidi,527268
13/10/2023,Galatsi,323736
13/10/2023,Aspropirgos,129750
13/10/2023,Kiourka,119377
14/10/2023,Kiourka,117538
14/10/2023,Aspropirgos,131140
14/10/2023,Galatsi,325200
14/10/2023,Menidi,536741
15/10/2023,Menidi,534718
15/10/2023,Galatsi,320643
15/10/2023,Kiourka,116337
15/10/2023,Aspropirgos,127750
16/10/2023,Aspropirgos,129450
16/10/2023,Kiourka,110807
16/10/2023,Galatsi,325585
16/10/2023,Menidi,537696
17/10/2023,Menidi,529501
17/10/2023,Galatsi,317974
17/10/2023,Kiourka,108631
17/10/2023,Aspropirgos,124090
18/10/2023,Aspropirgos,123090
18/10/2023,Kiourka,105610
18/10/2023,Galatsi,316652
18/10/2023,Menidi,516363
19/10/2023,Menidi,524761
19/10/2023,Galatsi,320886
19/10/2023,Kiourka,103530
19/10/2023,Aspropirgos,125390
20/10/2023,Aspropirgos,127780
20/10/2023,Kiourka,104201
20/10/2023,Galatsi,321245
20/10/2023,Menidi,532546
21/10/2023,Menidi,541760
21/10/2023,Galatsi,330047
21/10/2023,Aspropirgos,127950
21/10/2023,Kiourka,108152
22/10/2023,Kiourka,107835
22/10/2023,Aspropirgos,129160
22/10/2023,Galatsi,321950
22/10/2023,Menidi,535595
23/10/2023,Menidi,535425
23/10/2023,Galatsi,322729
23/10/2023,Aspropirgos,129940
23/10/2023,Kiourka,104240
24/10/2023,Kiourka,102474
24/10/2023,Aspropirgos,128060
24/10/2023,Galatsi,320594
24/10/2023,Menidi,534838
25/10/2023,Menidi,524249
25/10/2023,Galatsi,322283
25/10/2023,Aspropirgos,127080
25/10/2023,Kiourka,102465
26/10/2023,Kiourka,101635
26/10/2023,Aspropirgos,123140
26/10/2023,Galatsi,311755
26/10/2023,Menidi,499291
27/10/2023,Menidi,529218
27/10/2023,Galatsi,319233
27/10/2023,Aspropirgos,128200
27/10/2023,Kiourka,103928
28/10/2023,Aspropirgos,128110
28/10/2023,Kiourka,107594
28/10/2023,Galatsi,314453
28/10/2023,Menidi,516351
29/10/2023,Menidi,518810
29/10/2023,Galatsi,326272
29/10/2023,Aspropirgos,133750
29/10/2023,Kiourka,110918
30/10/2023,Aspropirgos,129190
30/10/2023,Kiourka,101630
30/10/2023,Galatsi,319658
30/10/2023,Menidi,524739
31/10/2023,Menidi,496342
31/10/2023,Galatsi,316104
31/10/2023,Kiourka,105317
31/10/2023,Aspropirgos,128910
01/11/2023,Aspropirgos,126870
01/11/2023,Kiourka,101919
01/11/2023,Galatsi,319282
01/11/2023,Menidi,509544
02/11/2023,Menidi,455227
02/11/2023,Galatsi,314150
02/11/2023,Aspropirgos,124280
02/11/2023,Kiourka,108911
03/11/2023,Aspropirgos,125260
03/11/2023,Kiourka,98138
03/11/2023,Galatsi,319018
03/11/2023,Menidi,491552
04/11/2023,Menidi,520722
04/11/2023,Galatsi,319434
04/11/2023,Kiourka,102516
04/11/2023,Aspropirgos,124880
05/11/2023,Aspropirgos,125020
05/11/2023,Kiourka,114755
05/11/2023,Galatsi,318696
05/11/2023,Menidi,519836
06/11/2023,Menidi,525032
06/11/2023,Galatsi,320928
06/11/2023,Aspropirgos,126610
06/11/2023,Kiourka,103823
07/11/2023,Kiourka,99362
07/11/2023,Aspropirgos,125720
07/11/2023,Galatsi,318667
07/11/2023,Menidi,524279
08/11/2023,Menidi,519280
08/11/2023,Galatsi,316294
08/11/2023,Aspropirgos,123840
08/11/2023,Kiourka,99696
09/11/2023,Kiourka,94857
09/11/2023,Aspropirgos,122850
09/11/2023,Galatsi,314258
09/11/2023,Menidi,505104
10/11/2023,Menidi,489009
10/11/2023,Galatsi,310822
10/11/2023,Aspropirgos,121700
10/11/2023,Kiourka,93804
11/11/2023,Kiourka,92119
11/11/2023,Aspropirgos,119800
11/11/2023,Galatsi,313988
11/11/2023,Menidi,495452
12/11/2023,Menidi,503889
12/11/2023,Galatsi,314565
12/11/2023,Aspropirgos,121140
12/11/2023,Kiourka,94015
13/11/2023,Kiourka,90451
13/11/2023,Aspropirgos,120650
13/11/2023,Galatsi,312489
13/11/2023,Menidi,495477
14/11/2023,Menidi,490955
14/11/2023,Galatsi,306172
14/11/2023,Aspropirgos,120300
14/11/2023,Kiourka,91827
15/11/2023,Kiourka,93233
15/11/2023,Aspropirgos,118200
15/11/2023,Galatsi,310869
15/11/2023,Menidi,510389
16/11/2023,Menidi,501402
16/11/2023,Galatsi,310460
16/11/2023,Aspropirgos,121000
16/11/2023,Kiourka,96159
17/11/2023,Kiourka,93473
17/11/2023,Aspropirgos,120870
17/11/2023,Galatsi,312264
17/11/2023,Menidi,498173
18/11/2023,Menidi,484378
18/11/2023,Galatsi,309348
18/11/2023,Aspropirgos,121470
18/11/2023,Kiourka,96327
19/11/2023,Kiourka,99963
19/11/2023,Aspropirgos,121090
19/11/2023,Galatsi,311848
19/11/2023,Menidi,486362
20/11/2023,Menidi,499598
20/11/2023,Galatsi,317063
20/11/2023,Aspropirgos,122390
20/11/2023,Kiourka,96284
21/11/2023,Kiourka,96767
21/11/2023,Aspropirgos,121130
21/11/2023,Galatsi,313077
21/11/2023,Menidi,494123
22/11/2023,Menidi,482749
22/11/2023,Galatsi,310655
22/11/2023,Aspropirgos,117730
22/11/2023,Kiourka,93242
23/11/2023,Kiourka,93242
23/11/2023,Aspropirgos,116490
23/11/2023,Galatsi,315903
23/11/2023,Menidi,492836
24/11/2023,Menidi,484814
24/11/2023,Galatsi,315461
24/11/2023,Aspropirgos,122040
24/11/2023,Kiourka,93606
25/11/2023,Kiourka,99580
25/11/2023,Aspropirgos,118010
25/11/2023,Galatsi,313520
25/11/2023,Menidi,480907
26/11/2023,Menidi,466526
26/11/2023,Galatsi,309509
26/11/2023,Aspropirgos,119480
26/11/2023,Kiourka,94763
27/11/2023,Kiourka,92773
27/11/2023,Aspropirgos,119510
27/11/2023,Galatsi,313252
27/11/2023,Menidi,476063
28/11/2023,Menidi,468141
28/11/2023,Galatsi,305596
28/11/2023,Aspropirgos,117210
28/11/2023,Kiourka,91863
29/11/2023,Kiourka,92530
29/11/2023,Aspropirgos,120000
29/11/2023,Galatsi,307910
29/11/2023,Menidi,475673
30/11/2023,Menidi,476128
30/11/2023,Galatsi,310982
30/11/2023,Aspropirgos,120660
30/11/2023,Kiourka,93659
01/12/2023,Kiourka,93935
01/12/2023,Aspropirgos,120620
01/12/2023,Galatsi,311414
01/12/2023,Menidi,483160
02/12/2023,Menidi,488660
02/12/2023,Galatsi,313027
02/12/2023,Aspropirgos,121780
02/12/2023,Kiourka,94248
03/12/2023,Kiourka,94134
03/12/2023,Aspropirgos,118740
03/12/2023,Galatsi,308828
03/12/2023,Menidi,482863
04/12/2023,Menidi,468760
04/12/2023,Galatsi,307498
04/12/2023,Aspropirgos,117340
04/12/2023,Kiourka,89691
05/12/2023,Kiourka,88836
05/12/2023,Aspropirgos,119610
05/12/2023,Galatsi,297861
05/12/2023,Menidi,473835
06/12/2023,Menidi,467794
06/12/2023,Galatsi,315510
06/12/2023,Aspropirgos,116850
06/12/2023,Kiourka,87335
07/12/2023,Kiourka,87402
07/12/2023,Aspropirgos,117280
07/12/2023,Galatsi,306689
07/12/2023,Menidi,466327
08/12/2023,Menidi,463049
08/12/2023,Galatsi,310851
08/12/2023,Aspropirgos,116490
08/12/2023,Kiourka,88293
09/12/2023,Kiourka,88435
09/12/2023,Aspropirgos,117380
09/12/2023,Galatsi,325070
09/12/2023,Menidi,470180
10/12/2023,Menidi,465200
10/12/2023,Galatsi,317898
10/12/2023,Aspropirgos,116990
10/12/2023,Kiourka,90002
11/12/2023,Kiourka,87100
11/12/2023,Aspropirgos,117640
11/12/2023,Galatsi,320577
11/12/2023,Menidi,455650
12/12/2023,Menidi,444464
12/12/2023,Galatsi,309961
12/12/2023,Aspropirgos,117330
12/12/2023,Kiourka,88723
13/12/2023,Kiourka,87803
13/12/2023,Aspropirgos,116960
13/12/2023,Galatsi,307561
13/12/2023,Menidi,480251
14/12/2023,Menidi,480827
14/12/2023,Galatsi,318769
14/12/2023,Aspropirgos,116650
14/12/2023,Kiourka,87437
15/12/2023,Kiourka,87503
15/12/2023,Aspropirgos,117590
15/12/2023,Galatsi,332062
15/12/2023,Menidi,469342
16/12/2023,Menidi,463070
16/12/2023,Galatsi,311390
16/12/2023,Aspropirgos,114420
16/12/2023,Kiourka,85845
17/12/2023,Kiourka,86355
17/12/2023,Aspropirgos,113940
17/12/2023,Galatsi,313524
17/12/2023,Menidi,457628
18/12/2023,Menidi,472399
18/12/2023,Galatsi,320476
18/12/2023,Aspropirgos,117770
18/12/2023,Kiourka,86981
19/12/2023,Kiourka,87915
19/12/2023,Aspropirgos,117960
19/12/2023,Galatsi,318554
19/12/2023,Menidi,475289
20/12/2023,Menidi,476895
20/12/2023,Galatsi,318589
20/12/2023,Aspropirgos,118120
20/12/2023,Kiourka,87355
21/12/2023,Kiourka,86993
21/12/2023,Aspropirgos,113610
21/12/2023,Galatsi,313826
21/12/2023,Menidi,464095
22/12/2023,Menidi,464248
22/12/2023,Galatsi,317127
22/12/2023,Aspropirgos,115620
22/12/2023,Kiourka,89054
23/12/2023,Kiourka,92120
23/12/2023,Aspropirgos,118160
23/12/2023,Galatsi,320108
23/12/2023,Menidi,477576
24/12/2023,Menidi,462025
24/12/2023,Galatsi,318160
24/12/2023,Aspropirgos,114130
24/12/2023,Kiourka,92152
25/12/2023,Kiourka,88363
25/12/2023,Aspropirgos,111750
25/12/2023,Galatsi,315499
25/12/2023,Menidi,426682
26/12/2023,Menidi,429914
26/12/2023,Galatsi,301603
26/12/2023,Aspropirgos,112480
26/12/2023,Kiourka,93740
27/12/2023,Kiourka,87739
27/12/2023,Aspropirgos,114910
27/12/2023,Galatsi,311666
27/12/2023,Menidi,452400
28/12/2023,Menidi,459239
28/12/2023,Galatsi,313906
28/12/2023,Aspropirgos,116990
28/12/2023,Kiourka,86837
29/12/2023,Kiourka,86337
29/12/2023,Aspropirgos,114640
29/12/2023,Galatsi,313799
29/12/2023,Menidi,457116
30/12/2023,Menidi,463926
30/12/2023,Galatsi,315023
30/12/2023,Aspropirgos,115870
30/12/2023,Kiourka,87159
31/12/2023,Kiourka,90283
31/12/2023,Aspropirgos,117970
31/12/2023,Galatsi,321933
31/12/2023,Menidi,475842
01/01/2024,Menidi,430443
01/01/2024,Galatsi,306084
01/01/2024,Aspropirgos,112070
01/01/2024,Kiourka,88154
02/01/2024,Kiourka,88710
02/01/2024,Aspropirgos,114690
02/01/2024,Galatsi,308252
02/01/2024,Menidi,453454
03/01/2024,Menidi,463644
03/01/2024,Galatsi,313021
03/01/2024,Aspropirgos,117020
03/01/2024,Kiourka,89254
04/01/2024,Kiourka,96960
04/01/2024,Aspropirgos,118420
04/01/2024,Galatsi,320190
04/01/2024,Menidi,450977
05/01/2024,Menidi,471648
05/01/2024,Galatsi,312727
05/01/2024,Aspropirgos,118810
05/01/2024,Kiourka,90836
06/01/2024,Kiourka,89935
06/01/2024,Aspropirgos,112690
06/01/2024,Galatsi,309788
06/01/2024,Menidi,442852
07/01/2024,Menidi,451583
07/01/2024,Galatsi,311413
07/01/2024,Aspropirgos,110860
07/01/2024,Kiourka,88446
08/01/2024,Kiourka,88707
08/01/2024,Aspropirgos,116830
08/01/2024,Galatsi,319658
08/01/2024,Menidi,475634
09/01/2024,Menidi,456843
09/01/2024,Galatsi,317499
09/01/2024,Aspropirgos,115540
09/01/2024,Kiourka,88756
10/01/2024,Kiourka,88181
10/01/2024,Aspropirgos,115630
10/01/2024,Galatsi,308176
10/01/2024,Menidi,445872
11/01/2024,Menidi,460397
11/01/2024,Galatsi,315959
11/01/2024,Aspropirgos,115110
11/01/2024,Kiourka,89504
12/01/2024,Kiourka,88313
12/01/2024,Aspropirgos,113700
12/01/2024,Galatsi,312298
12/01/2024,Menidi,452954
13/01/2024,Menidi,429589
13/01/2024,Galatsi,315211
13/01/2024,Aspropirgos,115360
13/01/2024,Kiourka,89426
14/01/2024,Kiourka,90254
14/01/2024,Aspropirgos,115700
14/01/2024,Galatsi,319671
14/01/2024,Menidi,468384
15/01/2024,Menidi,461427
15/01/2024,Galatsi,317354
15/01/2024,Aspropirgos,115820
15/01/2024,Kiourka,89669
16/01/2024,Kiourka,88449
16/01/2024,Aspropirgos,114910
16/01/2024,Galatsi,321838
16/01/2024,Menidi,469929
17/01/2024,Menidi,475309
17/01/2024,Galatsi,322457
17/01/2024,Aspropirgos,118080
17/01/2024,Kiourka,91267
18/01/2024,Kiourka,88105
18/01/2024,Aspropirgos,119110
18/01/2024,Galatsi,319827
18/01/2024,Menidi,472012
19/01/2024,Menidi,473690
19/01/2024,Galatsi,308685
19/01/2024,Aspropirgos,120590
19/01/2024,Kiourka,88777
20/01/2024,Kiourka,88680
20/01/2024,Aspropirgos,119650
20/01/2024,Galatsi,331549
20/01/2024,Menidi,463975
21/01/2024,Menidi,446243
21/01/2024,Galatsi,315099
21/01/2024,Aspropirgos,117040
21/01/2024,Kiourka,87535
22/01/2024,Kiourka,87354
22/01/2024,Aspropirgos,119530
22/01/2024,Galatsi,311417
22/01/2024,Menidi,447218
23/01/2024,Menidi,472918
23/01/2024,Galatsi,318531
23/01/2024,Aspropirgos,121910
23/01/2024,Kiourka,88750
24/01/2024,Kiourka,88170
24/01/2024,Aspropirgos,118640
24/01/2024,Galatsi,320980
24/01/2024,Menidi,463834
25/01/2024,Menidi,462779
25/01/2024,Galatsi,317823
25/01/2024,Aspropirgos,119230
25/01/2024,Kiourka,89443
26/01/2024,Kiourka,89238
26/01/2024,Aspropirgos,119480
26/01/2024,Galatsi,323636
26/01/2024,Menidi,472163
27/01/2024,Menidi,475207
27/01/2024,Galatsi,326716
27/01/2024,Aspropirgos,119590
27/01/2024,Kiourka,91749
28/01/2024,Kiourka,88131
28/01/2024,Aspropirgos,113640
28/01/2024,Galatsi,316795
28/01/2024,Menidi,448101
29/01/2024,Menidi,439069
29/01/2024,Galatsi,314541
29/01/2024,Aspropirgos,113470
29/01/2024,Kiourka,83970
30/01/2024,Kiourka,84692
30/01/2024,Aspropirgos,112420
30/01/2024,Galatsi,313678
30/01/2024,Menidi,441582
31/01/2024,Menidi,459475
31/01/2024,Galatsi,318656
31/01/2024,Aspropirgos,116760
31/01/2024,Kiourka,85281
01/02/2024,Kiourka,86225
01/02/2024,Aspropirgos,121350
01/02/2024,Galatsi,324346
01/02/2024,Menidi,470597
02/02/2024,Menidi,464457
02/02/2024,Galatsi,326012
02/02/2024,Aspropirgos,120410
02/02/2024,Kiourka,86378
03/02/2024,Kiourka,88633
03/02/2024,Aspropirgos,118740
03/02/2024,Galatsi,329069
03/02/2024,Menidi,482574
04/02/2024,Menidi,469047
04/02/2024,Galatsi,326888
04/02/2024,Aspropirgos,117070
04/02/2024,Kiourka,89002
05/02/2024,Kiourka,88046
05/02/2024,Aspropirgos,118330
05/02/2024,Galatsi,326377
05/02/2024,Menidi,475764
06/02/2024,Menidi,479006
06/02/2024,Galatsi,327348
06/02/2024,Aspropirgos,117420
06/02/2024,Kiourka,88185
07/02/2024,Kiourka,87434
07/02/2024,Aspropirgos,118030
07/02/2024,Galatsi,327901
07/02/2024,Menidi,480821
08/02/2024,Menidi,472663
08/02/2024,Galatsi,326578
08/02/2024,Aspropirgos,121330
08/02/2024,Kiourka,88120
09/02/2024,Kiourka,88774
09/02/2024,Aspropirgos,120580
09/02/2024,Galatsi,328730
09/02/2024,Menidi,474096
10/02/2024,Menidi,481148
10/02/2024,Galatsi,331313
10/02/2024,Aspropirgos,120180
10/02/2024,Kiourka,90361
11/02/2024,Kiourka,88425
11/02/2024,Aspropirgos,115140
11/02/2024,Galatsi,320454
11/02/2024,Menidi,456232
12/02/2024,Menidi,487160
12/02/2024,Galatsi,324649
12/02/2024,Aspropirgos,120140
12/02/2024,Kiourka,89909
13/02/2024,Kiourka,91032
13/02/2024,Aspropirgos,118930
13/02/2024,Galatsi,324994
13/02/2024,Menidi,480091
14/02/2024,Menidi,475211
14/02/2024,Galatsi,324685
14/02/2024,Aspropirgos,117780
14/02/2024,Kiourka,89622
15/02/2024,Kiourka,86428
15/02/2024,Aspropirgos,117170
15/02/2024,Galatsi,318720
15/02/2024,Menidi,440611
16/02/2024,Menidi,448445
16/02/2024,Galatsi,315617
16/02/2024,Aspropirgos,114080
16/02/2024,Kiourka,85407
17/02/2024,Kiourka,81497
17/02/2024,Aspropirgos,118010
17/02/2024,Galatsi,322988
17/02/2024,Menidi,459240
18/02/2024,Menidi,469485
18/02/2024,Galatsi,325139
18/02/2024,Aspropirgos,118530
18/02/2024,Kiourka,89848
19/02/2024,Kiourka,87661
19/02/2024,Aspropirgos,118170
19/02/2024,Galatsi,325740
19/02/2024,Menidi,484105
20/02/2024,Menidi,488361
20/02/2024,Galatsi,309781
20/02/2024,Aspropirgos,116260
20/02/2024,Kiourka,88508
21/02/2024,Kiourka,87407
21/02/2024,Aspropirgos,116340
21/02/2024,Galatsi,333478
21/02/2024,Menidi,470538
22/02/2024,Menidi,478067
22/02/2024,Galatsi,326174
22/02/2024,Aspropirgos,115840
22/02/2024,Kiourka,87089
23/02/2024,Kiourka,89685
23/02/2024,Aspropirgos,119510
23/02/2024,Galatsi,327428
23/02/2024,Menidi,490530
24/02/2024,Menidi,497135
24/02/2024,Galatsi,316296
24/02/2024,Aspropirgos,121630
24/02/2024,Kiourka,92230
25/02/2024,Kiourka,84296
25/02/2024,Aspropirgos,116870
25/02/2024,Galatsi,335966
25/02/2024,Menidi,482158
26/02/2024,Menidi,465386
26/02/2024,Galatsi,314520
26/02/2024,Aspropirgos,114690
26/02/2024,Kiourka,87999
27/02/2024,Kiourka,86356
27/02/2024,Aspropirgos,117560
27/02/2024,Galatsi,319541
27/02/2024,Menidi,477149
28/02/2024,Menidi,469430
28/02/2024,Galatsi,318615
28/02/2024,Aspropirgos,116260
28/02/2024,Kiourka,86590
29/02/2024,Kiourka,87318
29/02/2024,Aspropirgos,118180
29/02/2024,Galatsi,319939
29/02/2024,Menidi,469879
01/03/2024,Menidi,447782
01/03/2024,Galatsi,320657
01/03/2024,Aspropirgos,113920
01/03/2024,Kiourka,84775
02/03/2024,Kiourka,91856
02/03/2024,Aspropirgos,123650
02/03/2024,Galatsi,329535
02/03/2024,Menidi,496184
03/03/2024,Menidi,476058
03/03/2024,Galatsi,324777
