Ημερομηνία,Ταμιευτήρας,Τιμή
02/08/2023,Iliki,365389000
02/08/2023,Mornos,554728000
02/08/2023,Evinos,49824000
03/08/2023,Marathonas,26707000
03/08/2023,Iliki,364625000
03/08/2023,Mornos,553339000
03/08/2023,Evinos,49824000
04/08/2023,Marathonas,26707000
04/08/2023,Iliki,363861000
04/08/2023,Mornos,552105000
04/08/2023,Evinos,49700000
05/08/2023,Marathonas,26686000
05/08/2023,Iliki,363097000
05/08/2023,Mornos,550718000
05/08/2023,Evinos,49700000
06/08/2023,Marathonas,26686000
06/08/2023,Iliki,362333000
06/08/2023,Mornos,549334000
06/08/2023,Evinos,49700000
07/08/2023,Marathonas,26707000
07/08/2023,Iliki,361378000
07/08/2023,Mornos,548105000
07/08/2023,Evinos,49700000
08/08/2023,Marathonas,26707000
08/08/2023,Iliki,360614000
08/08/2023,Mornos,546876000
08/08/2023,Evinos,49700000
09/08/2023,Marathonas,26686000
09/08/2023,Iliki,359850000
09/08/2023,Mornos,545649000
09/08/2023,Evinos,49700000
10/08/2023,Marathonas,26600000
10/08/2023,Iliki,359277000
10/08/2023,Mornos,544421000
10/08/2023,Evinos,49700000
11/08/2023,Marathonas,26579000
11/08/2023,Iliki,358513000
11/08/2023,Mornos,543195000
11/08/2023,Evinos,49576000
12/08/2023,Marathonas,26579000
12/08/2023,Iliki,357558000
12/08/2023,Mornos,541970000
12/08/2023,Evinos,49576000
13/08/2023,Marathonas,26579000
13/08/2023,Iliki,356794000
13/08/2023,Mornos,540749000
13/08/2023,Evinos,49453000
14/08/2023,Iliki,356030000
14/08/2023,Mornos,539528000
14/08/2023,Evinos,49453000
14/08/2023,Marathonas,26579000
15/08/2023,Marathonas,26622000
15/08/2023,Iliki,355075000
15/08/2023,Mornos,538310000
15/08/2023,Evinos,49453000
16/08/2023,Marathonas,26664000
16/08/2023,Iliki,354502000
16/08/2023,Mornos,537092000
16/08/2023,Evinos,49453000
17/08/2023,Marathonas,26707000
17/08/2023,Iliki,353929000
17/08/2023,Mornos,536028000
17/08/2023,Evinos,49453000
18/08/2023,Marathonas,26750000
18/08/2023,Iliki,353356000
18/08/2023,Mornos,534812000
18/08/2023,Evinos,49453000
19/08/2023,Marathonas,26750000
19/08/2023,Iliki,352783000
19/08/2023,Mornos,533448000
19/08/2023,Evinos,49453000
20/08/2023,Evinos,49330000
20/08/2023,Mornos,532084000
20/08/2023,Iliki,352210000
20/08/2023,Marathonas,26729000
21/08/2023,Marathonas,26729000
21/08/2023,Iliki,351367000
21/08/2023,Mornos,530872000
21/08/2023,Evinos,49330000
22/08/2023,Marathonas,26707000
22/08/2023,Mornos,529511000
22/08/2023,Evinos,49206000
22/08/2023,Iliki,351064000
23/08/2023,Marathonas,26664000
23/08/2023,Iliki,350491000
23/08/2023,Mornos,528302000
23/08/2023,Evinos,49206000
24/08/2023,Marathonas,26600000
24/08/2023,Iliki,349924000
24/08/2023,Mornos,526942000
24/08/2023,Evinos,49083000
25/08/2023,Marathonas,26515000
25/08/2023,Iliki,349360000
25/08/2023,Mornos,525585000
25/08/2023,Evinos,49083000
26/08/2023,Marathonas,26408000
26/08/2023,Evinos,49083000
26/08/2023,Iliki,348984000
26/08/2023,Mornos,524229000
27/08/2023,Mornos,522875000
27/08/2023,Iliki,348420000
27/08/2023,Evinos,48961000
27/08/2023,Marathonas,26365000
28/08/2023,Marathonas,26365000
28/08/2023,Evinos,48961000
28/08/2023,Iliki,347856000
28/08/2023,Mornos,521524000
29/08/2023,Marathonas,26280000
29/08/2023,Iliki,347486000
29/08/2023,Mornos,521824000
29/08/2023,Evinos,47503000
30/08/2023,Marathonas,26238000
30/08/2023,Iliki,346916000
30/08/2023,Mornos,522274000
30/08/2023,Evinos,45835000
31/08/2023,Marathonas,26153000
31/08/2023,Iliki,346540000
31/08/2023,Mornos,522574000
31/08/2023,Evinos,44089000
01/09/2023,Marathonas,26047000
01/09/2023,Iliki,345976000
01/09/2023,Mornos,523326000
01/09/2023,Evinos,42384000
02/09/2023,Marathonas,25941000
02/09/2023,Iliki,345600000
02/09/2023,Mornos,523778000
02/09/2023,Evinos,40718000
03/09/2023,Marathonas,25920000
03/09/2023,Iliki,345224000
03/09/2023,Mornos,524229000
03/09/2023,Evinos,39006000
04/09/2023,Marathonas,25857000
04/09/2023,Iliki,344660000
04/09/2023,Mornos,524681000
04/09/2023,Evinos,37329000
05/09/2023,Marathonas,25815000
05/09/2023,Iliki,345036000
05/09/2023,Mornos,525284000
05/09/2023,Evinos,35695000
06/09/2023,Marathonas,25857000
06/09/2023,Iliki,345036000
06/09/2023,Mornos,525886000
06/09/2023,Evinos,34101000
07/09/2023,Marathonas,26132000
07/09/2023,Iliki,346916000
07/09/2023,Mornos,526489000
07/09/2023,Evinos,32766000
08/09/2023,Marathonas,26174000
08/09/2023,Iliki,347856000
08/09/2023,Mornos,527093000
08/09/2023,Evinos,31460000
09/09/2023,Marathonas,26153000
09/09/2023,Iliki,347856000
09/09/2023,Mornos,527547000
09/09/2023,Evinos,29972000
10/09/2023,Marathonas,26132000
10/09/2023,Iliki,347856000
10/09/2023,Mornos,528000000
10/09/2023,Evinos,28419000
11/09/2023,Marathonas,26132000
11/09/2023,Iliki,347856000
11/09/2023,Mornos,528302000
11/09/2023,Evinos,26907000
12/09/2023,Marathonas,26089000
12/09/2023,Iliki,347480000
12/09/2023,Mornos,526942000
12/09/2023,Evinos,26511000
13/09/2023,Marathonas,26068000
13/09/2023,Iliki,347104000
13/09/2023,Mornos,525886000
13/09/2023,Evinos,26511000
14/09/2023,Marathonas,25984000
14/09/2023,Iliki,346916000
14/09/2023,Mornos,524832000
14/09/2023,Evinos,26511000
15/09/2023,Marathonas,25941000
15/09/2023,Iliki,346916000
15/09/2023,Mornos,523778000
15/09/2023,Evinos,26511000
16/09/2023,Marathonas,25836000
16/09/2023,Iliki,346728000
16/09/2023,Mornos,522725000
16/09/2023,Evinos,26511000
17/09/2023,Marathonas,25752000
17/09/2023,Iliki,346540000
17/09/2023,Mornos,521524000
17/09/2023,Evinos,26511000
18/09/2023,Marathonas,25668000
18/09/2023,Iliki,346352000
18/09/2023,Mornos,520323000
18/09/2023,Evinos,26511000
19/09/2023,Marathonas,25563000
19/09/2023,Iliki,346164000
19/09/2023,Mornos,519274000
19/09/2023,Evinos,26511000
20/09/2023,Marathonas,25521000
20/09/2023,Iliki,345788000
20/09/2023,Mornos,518076000
20/09/2023,Evinos,26412000
21/09/2023,Marathonas,25459000
21/09/2023,Iliki,345600000
21/09/2023,Mornos,517030000
21/09/2023,Evinos,26412000
22/09/2023,Marathonas,25417000
22/09/2023,Iliki,345224000
22/09/2023,Mornos,515834000
22/09/2023,Evinos,26412000
23/09/2023,Marathonas,25313000
23/09/2023,Iliki,345224000
23/09/2023,Mornos,514640000
23/09/2023,Evinos,26412000
24/09/2023,Marathonas,25520000
24/09/2023,Iliki,345036000
24/09/2023,Mornos,513448000
24/09/2023,Evinos,26412000
25/09/2023,Marathonas,25147000
25/09/2023,Iliki,344848000
25/09/2023,Mornos,512257000
25/09/2023,Evinos,26412000
26/09/2023,Marathonas,25043000
26/09/2023,Iliki,344848000
26/09/2023,Mornos,511365000
26/09/2023,Evinos,26412000
27/09/2023,Marathonas,25105000
27/09/2023,Iliki,344848000
27/09/2023,Mornos,510474000
27/09/2023,Evinos,29450000
28/09/2023,Marathonas,25043000
28/09/2023,Iliki,345976000
28/09/2023,Mornos,515237000
28/09/2023,Evinos,35007000
29/09/2023,Marathonas,25250000
29/09/2023,Iliki,349172000
29/09/2023,Mornos,517328000
29/09/2023,Evinos,36390000
30/09/2023,Marathonas,25105000
30/09/2023,Iliki,350873000
30/09/2023,Mornos,517179000
30/09/2023,Evinos,37093000
01/10/2023,Marathonas,25043000
01/10/2023,Iliki,351446000
01/10/2023,Mornos,516730000
01/10/2023,Evinos,37566000
02/10/2023,Marathonas,24961000
02/10/2023,Mornos,516133000
02/10/2023,Evinos,37923000
02/10/2023,Iliki,351446000
03/10/2023,Marathonas,24837000
03/10/2023,Mornos,515536000
03/10/2023,Evinos,38162000
03/10/2023,Iliki,351446000
04/10/2023,Marathonas,24755000
04/10/2023,Iliki,351446000
04/10/2023,Mornos,514789000
04/10/2023,Evinos,38402000
05/10/2023,Marathonas,24734000
05/10/2023,Iliki,351255000
05/10/2023,Mornos,514044000
05/10/2023,Evinos,38643000
06/10/2023,Marathonas,24693000
06/10/2023,Iliki,351255000
06/10/2023,Mornos,513299000
06/10/2023,Evinos,38884000
07/10/2023,Marathonas,24652000
07/10/2023,Iliki,351064000
07/10/2023,Mornos,512406000
07/10/2023,Evinos,39006000
08/10/2023,Marathonas,24611000
08/10/2023,Iliki,350873000
08/10/2023,Mornos,511514000
08/10/2023,Evinos,39248000
09/10/2023,Marathonas,24529000
09/10/2023,Iliki,350873000
09/10/2023,Mornos,510622000
09/10/2023,Evinos,39370000
10/10/2023,Marathonas,24529000
10/10/2023,Iliki,350682000
10/10/2023,Mornos,509731000
10/10/2023,Evinos,39492000
11/10/2023,Marathonas,24489000
11/10/2023,Iliki,350682000
11/10/2023,Mornos,508841000
11/10/2023,Evinos,39492000
12/10/2023,Marathonas,24468000
12/10/2023,Iliki,350491000
12/10/2023,Mornos,507803000
12/10/2023,Evinos,39370000
13/10/2023,Marathonas,24407000
13/10/2023,Iliki,350112000
13/10/2023,Mornos,506914000
13/10/2023,Evinos,39370000
14/10/2023,Marathonas,24326000
14/10/2023,Iliki,349924000
14/10/2023,Mornos,505878000
14/10/2023,Evinos,39370000
15/10/2023,Marathonas,24265000
15/10/2023,Iliki,349924000
15/10/2023,Mornos,504843000
15/10/2023,Evinos,39370000
16/10/2023,Marathonas,24224000
16/10/2023,Iliki,349736000
16/10/2023,Mornos,503662000
16/10/2023,Evinos,39370000
17/10/2023,Marathonas,24143000
17/10/2023,Iliki,349548000
17/10/2023,Mornos,502630000
17/10/2023,Evinos,39370000
18/10/2023,Marathonas,24102000
18/10/2023,Iliki,349548000
18/10/2023,Mornos,501893000
18/10/2023,Evinos,39614000
19/10/2023,Marathonas,24102000
19/10/2023,Iliki,349360000
19/10/2023,Mornos,500715000
19/10/2023,Evinos,39737000
20/10/2023,Marathonas,24123000
20/10/2023,Iliki,349360000
20/10/2023,Mornos,499685000
20/10/2023,Evinos,39845000
21/10/2023,Marathonas,24102000
21/10/2023,Iliki,349172000
21/10/2023,Mornos,498656000
21/10/2023,Evinos,39845000
22/10/2023,Marathonas,24082000
22/10/2023,Iliki,348984000
22/10/2023,Mornos,497482000
22/10/2023,Evinos,39954000
23/10/2023,Marathonas,24042000
23/10/2023,Iliki,348984000
23/10/2023,Mornos,496455000
23/10/2023,Evinos,40062000
24/10/2023,Marathonas,23941000
24/10/2023,Iliki,348796000
24/10/2023,Mornos,495283000
24/10/2023,Evinos,40062000
25/10/2023,Marathonas,23900000
25/10/2023,Iliki,348796000
25/10/2023,Mornos,494112000
25/10/2023,Evinos,40062000
26/10/2023,Marathonas,23900000
26/10/2023,Iliki,348420000
26/10/2023,Mornos,493088000
26/10/2023,Evinos,40062000
27/10/2023,Marathonas,23900000
27/10/2023,Iliki,348420000
27/10/2023,Mornos,492067000
27/10/2023,Evinos,40171000
28/10/2023,Marathonas,23900000
28/10/2023,Iliki,348420000
28/10/2023,Mornos,491046000
28/10/2023,Evinos,40171000
29/10/2023,Marathonas,23900000
29/10/2023,Iliki,348232000
29/10/2023,Mornos,490172000
29/10/2023,Evinos,40171000
30/10/2023,Marathonas,23880000
30/10/2023,Iliki,348232000
30/10/2023,Mornos,489152000
30/10/2023,Evinos,40171000
31/10/2023,Marathonas,23840000
31/10/2023,Iliki,348044000
31/10/2023,Mornos,488134000
31/10/2023,Evinos,40280000
01/11/2023,Marathonas,23780000
01/11/2023,Iliki,347856000
01/11/2023,Mornos,487116000
01/11/2023,Evinos,40280000
02/11/2023,Marathonas,23740000
02/11/2023,Iliki,347856000
02/11/2023,Mornos,486389000
02/11/2023,Evinos,40280000
03/11/2023,Marathonas,23699000
03/11/2023,Iliki,347668000
03/11/2023,Mornos,485518000
03/11/2023,Evinos,40389000
04/11/2023,Marathonas,23720000
04/11/2023,Iliki,347480000
04/11/2023,Mornos,484502000
04/11/2023,Evinos,40389000
05/11/2023,Marathonas,23720000
05/11/2023,Iliki,347480000
05/11/2023,Mornos,483632000
05/11/2023,Evinos,40608000
06/11/2023,Marathonas,23699000
06/11/2023,Iliki,347292000
06/11/2023,Mornos,482620000
06/11/2023,Evinos,40718000
07/11/2023,Marathonas,23699000
07/11/2023,Iliki,347292000
07/11/2023,Mornos,481608000
07/11/2023,Evinos,40718000
08/11/2023,Marathonas,23720000
08/11/2023,Iliki,347104000
08/11/2023,Mornos,480453000
08/11/2023,Evinos,40718000
09/11/2023,Marathonas,23720000
09/11/2023,Iliki,346916000
09/11/2023,Mornos,479443000
09/11/2023,Evinos,40828000
10/11/2023,Marathonas,23720000
10/11/2023,Iliki,346916000
10/11/2023,Mornos,478290000
10/11/2023,Evinos,40828000
11/11/2023,Marathonas,23760000
11/11/2023,Iliki,346540000
11/11/2023,Mornos,477282000
11/11/2023,Evinos,40938000
12/11/2023,Marathonas,23840000
12/11/2023,Iliki,346540000
12/11/2023,Mornos,476275000
12/11/2023,Evinos,41158000
13/11/2023,Marathonas,23880000
13/11/2023,Iliki,346540000
13/11/2023,Mornos,476419000
13/11/2023,Evinos,41379000
14/11/2023,Marathonas,23900000
14/11/2023,Iliki,346540000
14/11/2023,Mornos,475843000
14/11/2023,Evinos,41713000
15/11/2023,Marathonas,23921000
15/11/2023,Iliki,346540000
15/11/2023,Mornos,474837000
15/11/2023,Evinos,41936000
16/11/2023,Marathonas,23921000
16/11/2023,Iliki,346164000
16/11/2023,Mornos,473976000
16/11/2023,Evinos,42047000
17/11/2023,Marathonas,23981000
17/11/2023,Iliki,345976000
17/11/2023,Mornos,472974000
17/11/2023,Evinos,42047000
18/11/2023,Marathonas,24042000
18/11/2023,Iliki,345788000
18/11/2023,Mornos,471972000
18/11/2023,Evinos,42159000
19/11/2023,Marathonas,24082000
19/11/2023,Iliki,345788000
19/11/2023,Mornos,470970000
19/11/2023,Evinos,42384000
20/11/2023,Marathonas,24082000
20/11/2023,Iliki,345788000
20/11/2023,Mornos,469685000
20/11/2023,Evinos,42384000
21/11/2023,Marathonas,24102000
21/11/2023,Iliki,345600000
21/11/2023,Mornos,468685000
21/11/2023,Evinos,42496000
22/11/2023,Marathonas,24102000
22/11/2023,Iliki,345412000
22/11/2023,Mornos,467544000
22/11/2023,Evinos,42609000
23/11/2023,Marathonas,24143000
23/11/2023,Iliki,345412000
23/11/2023,Mornos,466405000
23/11/2023,Evinos,42609000
24/11/2023,Iliki,345412000
24/11/2023,Mornos,465125000
24/11/2023,Evinos,42722000
24/11/2023,Marathonas,24204000
25/11/2023,Marathonas,25285000
25/11/2023,Iliki,345412000
25/11/2023,Mornos,464131000
25/11/2023,Evinos,42948000
26/11/2023,Marathonas,24346000
26/11/2023,Iliki,345412000
26/11/2023,Mornos,463562000
26/11/2023,Evinos,45953000
27/11/2023,Marathonas,24407000
27/11/2023,Iliki,345036000
27/11/2023,Mornos,463846000
27/11/2023,Evinos,47382000
28/11/2023,Marathonas,24468000
28/11/2023,Iliki,345036000
28/11/2023,Mornos,463704000
28/11/2023,Evinos,47865000
29/11/2023,Marathonas,24489000
29/11/2023,Iliki,345036000
29/11/2023,Mornos,469257000
29/11/2023,Evinos,52985000
30/11/2023,Marathonas,24550000
30/11/2023,Iliki,344848000
30/11/2023,Mornos,472258000
30/11/2023,Evinos,52985000
01/12/2023,Marathonas,24611000
01/12/2023,Iliki,344660000
01/12/2023,Mornos,473117000
01/12/2023,Evinos,57894000
02/12/2023,Marathonas,24652000
02/12/2023,Iliki,344660000
02/12/2023,Mornos,473690000
02/12/2023,Evinos,58580000
03/12/2023,Marathonas,24693000
03/12/2023,Iliki,344472000
03/12/2023,Mornos,473547000
03/12/2023,Evinos,59409000
04/12/2023,Marathonas,24714000
04/12/2023,Iliki,344472000
04/12/2023,Mornos,473547000
04/12/2023,Evinos,59966000
05/12/2023,Marathonas,24775000
05/12/2023,Iliki,344284000
05/12/2023,Mornos,473547000
05/12/2023,Evinos,60387000
06/12/2023,Marathonas,24878000
06/12/2023,Iliki,344284000
06/12/2023,Mornos,474550000
06/12/2023,Evinos,60950000
07/12/2023,Marathonas,24961000
07/12/2023,Iliki,344284000
07/12/2023,Mornos,475268000
07/12/2023,Evinos,61659000
08/12/2023,Marathonas,25023000
08/12/2023,Iliki,344096000
08/12/2023,Mornos,476131000
08/12/2023,Evinos,62087000
09/12/2023,Marathonas,25105000
09/12/2023,Iliki,344096000
09/12/2023,Mornos,475268000
09/12/2023,Evinos,62517000
10/12/2023,Marathonas,25188000
10/12/2023,Iliki,344096000
10/12/2023,Mornos,474263000
10/12/2023,Evinos,62949000
11/12/2023,Marathonas,25250000
11/12/2023,Iliki,344096000
11/12/2023,Mornos,473260000
11/12/2023,Evinos,63238000
12/12/2023,Marathonas,25292000
12/12/2023,Iliki,343908000
12/12/2023,Mornos,472258000
12/12/2023,Evinos,63528000
13/12/2023,Marathonas,25313000
13/12/2023,Iliki,343908000
13/12/2023,Mornos,471257000
13/12/2023,Evinos,63819000
14/12/2023,Marathonas,25396000
14/12/2023,Iliki,343908000
14/12/2023,Mornos,470113000
14/12/2023,Evinos,64111000
15/12/2023,Marathonas,25438000
15/12/2023,Iliki,343908000
15/12/2023,Mornos,469114000
15/12/2023,Evinos,64403000
16/12/2023,Marathonas,25521000
16/12/2023,Iliki,344284000
16/12/2023,Mornos,468114000
16/12/2023,Evinos,64697000
17/12/2023,Marathonas,25605000
17/12/2023,Iliki,344848000
17/12/2023,Mornos,467401000
17/12/2023,Evinos,64991000
18/12/2023,Marathonas,25710000
18/12/2023,Iliki,345036000
18/12/2023,Mornos,466689000
18/12/2023,Evinos,65271000
19/12/2023,Marathonas,25815000
19/12/2023,Iliki,345224000
19/12/2023,Mornos,465836000
19/12/2023,Evinos,65537000
20/12/2023,Marathonas,25815000
20/12/2023,Iliki,345412000
20/12/2023,Mornos,464841000
20/12/2023,Evinos,65803000
21/12/2023,Marathonas,25668000
21/12/2023,Iliki,345600000
21/12/2023,Mornos,463846000
21/12/2023,Evinos,65936000
22/12/2023,Marathonas,25899000
22/12/2023,Iliki,345600000
22/12/2023,Mornos,462711000
22/12/2023,Evinos,66203000
23/12/2023,Marathonas,25941000
23/12/2023,Evinos,66203000
23/12/2023,Mornos,462002000
23/12/2023,Iliki,345600000
24/12/2023,Iliki,345600000
24/12/2023,Mornos,462711000
24/12/2023,Evinos,64697000
24/12/2023,Marathonas,25941000
25/12/2023,Marathonas,25962000
25/12/2023,Evinos,62661000
25/12/2023,Mornos,463846000
25/12/2023,Iliki,345600000
26/12/2023,Iliki,345600000
26/12/2023,Mornos,465125000
26/12/2023,Evinos,60668000
26/12/2023,Marathonas,26026000
27/12/2023,Marathonas,26068000
27/12/2023,Evinos,58717000
27/12/2023,Mornos,466405000
27/12/2023,Iliki,345600000
28/12/2023,Marathonas,26047000
28/12/2023,Iliki,345600000
28/12/2023,Mornos,467401000
28/12/2023,Evinos,56809000
29/12/2023,Marathonas,26026000
29/12/2023,Iliki,345600000
29/12/2023,Mornos,468543000
29/12/2023,Evinos,55074000
30/12/2023,Marathonas,26005000
30/12/2023,Iliki,345600000
30/12/2023,Mornos,469542000
30/12/2023,Evinos,53243000
31/12/2023,Marathonas,26005000
31/12/2023,Iliki,345412000
31/12/2023,Mornos,469542000
31/12/2023,Evinos,52856000
01/01/2024,Marathonas,26005000
01/01/2024,Iliki,345412000
01/01/2024,Mornos,469257000
01/01/2024,Evinos,52985000
02/01/2024,Marathonas,25962000
02/01/2024,Iliki,345412000
02/01/2024,Mornos,468543000
02/01/2024,Evinos,53114000
03/01/2024,Marathonas,25962000
03/01/2024,Iliki,345412000
03/01/2024,Mornos,467544000
03/01/2024,Evinos,53243000
04/01/2024,Marathonas,25984000
04/01/2024,Iliki,345412000
04/01/2024,Mornos,466547000
04/01/2024,Evinos,53243000
05/01/2024,Marathonas,25962000
05/01/2024,Iliki,345412000
05/01/2024,Mornos,465552000
05/01/2024,Evinos,53373000
06/01/2024,Marathonas,25941000
06/01/2024,Iliki,345412000
06/01/2024,Mornos,465978000
06/01/2024,Evinos,51833000
07/01/2024,Marathonas,25899000
07/01/2024,Iliki,345600000
07/01/2024,Mornos,466832000
07/01/2024,Evinos,50322000
08/01/2024,Marathonas,25920000
08/01/2024,Iliki,345600000
08/01/2024,Mornos,468400000
08/01/2024,Evinos,52985000
09/01/2024,Marathonas,25920000
09/01/2024,Iliki,345600000
09/01/2024,Mornos,474406000
09/01/2024,Evinos,53892000
10/01/2024,Marathonas,25962000
10/01/2024,Iliki,345600000
10/01/2024,Mornos,475124000
10/01/2024,Evinos,53632000
11/01/2024,Marathonas,25984000
11/01/2024,Iliki,345788000
11/01/2024,Mornos,475843000
11/01/2024,Evinos,52856000
12/01/2024,Marathonas,25984000
12/01/2024,Iliki,345788000
12/01/2024,Mornos,479876000
12/01/2024,Evinos,51706000
13/01/2024,Marathonas,25941000
13/01/2024,Iliki,345788000
13/01/2024,Mornos,482765000
13/01/2024,Evinos,50571000
14/01/2024,Marathonas,25941000
14/01/2024,Iliki,345788000
14/01/2024,Mornos,484938000
14/01/2024,Evinos,49083000
15/01/2024,Marathonas,25857000
15/01/2024,Iliki,345788000
15/01/2024,Mornos,486680000
15/01/2024,Evinos,47744000
16/01/2024,Marathonas,25773000
16/01/2024,Iliki,345788000
16/01/2024,Mornos,488861000
16/01/2024,Evinos,47142000
17/01/2024,Marathonas,25710000
17/01/2024,Iliki,345788000
17/01/2024,Mornos,491629000
17/01/2024,Evinos,47142000
18/01/2024,Marathonas,25647000
18/01/2024,Iliki,345976000
18/01/2024,Mornos,493381000
18/01/2024,Evinos,46545000
19/01/2024,Marathonas,25605000
19/01/2024,Iliki,345976000
19/01/2024,Mornos,495137000
19/01/2024,Evinos,44783000
20/01/2024,Marathonas,25542000
20/01/2024,Iliki,345976000
20/01/2024,Mornos,496602000
20/01/2024,Evinos,45132000
21/01/2024,Marathonas,25500000
21/01/2024,Iliki,345976000
21/01/2024,Mornos,498069000
21/01/2024,Evinos,44089000
22/01/2024,Marathonas,25459000
22/01/2024,Iliki,345976000
22/01/2024,Mornos,499391000
22/01/2024,Evinos,43061000
23/01/2024,Marathonas,25417000
23/01/2024,Iliki,345976000
23/01/2024,Mornos,500715000
23/01/2024,Evinos,41936000
24/01/2024,Marathonas,25334000
24/01/2024,Iliki,346164000
24/01/2024,Mornos,500273000
24/01/2024,Evinos,41601000
25/01/2024,Marathonas,25271000
25/01/2024,Iliki,346164000
25/01/2024,Mornos,499685000
25/01/2024,Evinos,42047000
26/01/2024,Marathonas,25188000
26/01/2024,Iliki,346164000
26/01/2024,Mornos,500567000
26/01/2024,Evinos,41048000
27/01/2024,Marathonas,25085000
27/01/2024,Iliki,346164000
27/01/2024,Mornos,501893000
27/01/2024,Evinos,39737000
28/01/2024,Marathonas,25023000
28/01/2024,Iliki,345976000
28/01/2024,Mornos,503072000
28/01/2024,Evinos,38282000
29/01/2024,Marathonas,24961000
29/01/2024,Iliki,345976000
29/01/2024,Mornos,504400000
29/01/2024,Evinos,36858000
30/01/2024,Marathonas,24981000
30/01/2024,Iliki,346164000
30/01/2024,Mornos,505583000
30/01/2024,Evinos,35926000
31/01/2024,Marathonas,25023000
31/01/2024,Iliki,346728000
31/01/2024,Mornos,506766000
31/01/2024,Evinos,34779000
01/02/2024,Marathonas,25023000
01/02/2024,Iliki,347292000
01/02/2024,Mornos,507803000
01/02/2024,Evinos,33653000
02/02/2024,Marathonas,24961000
02/02/2024,Iliki,347292000
02/02/2024,Mornos,508693000
02/02/2024,Evinos,32437000
03/02/2024,Marathonas,24817000
03/02/2024,Iliki,347292000
03/02/2024,Mornos,509433000
03/02/2024,Evinos,31031000
04/02/2024,Iliki,347480000
04/02/2024,Mornos,510176000
04/02/2024,Evinos,29554000
04/02/2024,Marathonas,24714000
05/02/2024,Marathonas,24611000
05/02/2024,Iliki,347668000
05/02/2024,Mornos,511067000
05/02/2024,Evinos,28215000
06/02/2024,Marathonas,24570000
06/02/2024,Iliki,347856000
06/02/2024,Mornos,511959000
06/02/2024,Evinos,26808000
07/02/2024,Marathonas,24529000
07/02/2024,Iliki,347856000
07/02/2024,Mornos,512853000
07/02/2024,Evinos,25436000
08/02/2024,Marathonas,24448000
08/02/2024,Iliki,348044000
08/02/2024,Mornos,512406000
08/02/2024,Evinos,25436000
09/02/2024,Marathonas,24366000
09/02/2024,Iliki,348044000
09/02/2024,Mornos,511662000
09/02/2024,Evinos,25630000
10/02/2024,Marathonas,24285000
10/02/2024,Iliki,348232000
10/02/2024,Mornos,511067000
10/02/2024,Evinos,25825000
11/02/2024,Marathonas,24204000
11/02/2024,Iliki,348420000
11/02/2024,Mornos,510474000
11/02/2024,Evinos,26020000
12/02/2024,Marathonas,24102000
12/02/2024,Iliki,348420000
12/02/2024,Mornos,510474000
12/02/2024,Evinos,26412000
13/02/2024,Marathonas,24062000
13/02/2024,Iliki,348420000
13/02/2024,Mornos,510622000
13/02/2024,Evinos,27206000
14/02/2024,Marathonas,24001000
14/02/2024,Iliki,348796000
14/02/2024,Mornos,510028000
14/02/2024,Evinos,27809000
15/02/2024,Marathonas,23981000
15/02/2024,Iliki,348796000
15/02/2024,Evinos,28215000
15/02/2024,Mornos,509582000
16/02/2024,Marathonas,24001000
16/02/2024,Iliki,348796000
16/02/2024,Mornos,508841000
16/02/2024,Evinos,28521000
17/02/2024,Marathonas,24001000
17/02/2024,Iliki,349172000
17/02/2024,Mornos,508247000
17/02/2024,Evinos,28829000
18/02/2024,Marathonas,23961000
18/02/2024,Iliki,349172000
18/02/2024,Mornos,507507000
18/02/2024,Evinos,29138000
19/02/2024,Marathonas,23880000
19/02/2024,Iliki,349172000
19/02/2024,Mornos,506914000
19/02/2024,Evinos,29346000
20/02/2024,Marathonas,23800000
20/02/2024,Iliki,349172000
20/02/2024,Mornos,506175000
20/02/2024,Evinos,29658000
21/02/2024,Marathonas,23720000
21/02/2024,Iliki,349172000
21/02/2024,Mornos,505435000
21/02/2024,Evinos,29867000
22/02/2024,Marathonas,23679000
22/02/2024,Iliki,349172000
22/02/2024,Evinos,29972000
22/02/2024,Mornos,504843000
23/02/2024,Mornos,504104000
23/02/2024,Marathonas,23599000
23/02/2024,Iliki,349172000
23/02/2024,Evinos,30077000
24/02/2024,Marathonas,23559000
24/02/2024,Iliki,349360000
24/02/2024,Mornos,503662000
24/02/2024,Evinos,30182000
25/02/2024,Marathonas,23479000
25/02/2024,Iliki,349360000
25/02/2024,Mornos,503072000
25/02/2024,Evinos,30712000
26/02/2024,Marathonas,23380000
26/02/2024,Iliki,349360000
26/02/2024,Mornos,503072000
26/02/2024,Evinos,31568000
27/02/2024,Marathonas,23380000
27/02/2024,Iliki,350112000
27/02/2024,Mornos,502630000
27/02/2024,Evinos,32876000
28/02/2024,Marathonas,23300000
28/02/2024,Iliki,350491000
28/02/2024,Mornos,502040000
28/02/2024,Evinos,33653000
29/02/2024,Marathonas,23261000
29/02/2024,Iliki,350491000
29/02/2024,Mornos,501451000
29/02/2024,Evinos,34213000
01/03/2024,Marathonas,23181000
01/03/2024,Iliki,350300000
01/03/2024,Mornos,500862000
01/03/2024,Evinos,35121000
02/03/2024,Marathonas,23142000
02/03/2024,Iliki,350873000
02/03/2024,Mornos,502335000
02/03/2024,Evinos,39006000
03/03/2024,Marathonas,23082000
03/03/2024,Iliki,352019000
03/03/2024,Mornos,502335000
03/03/2024,Evinos,40718000
